Scope	Category	Source	Domain	Date
Global	Disaster and Accidents	http://www.nhc.noaa.gov/text/refresh/MIATCPAT4+shtml/272053.shtml; http://www.chron.com/news/specials/hurricane/	www.nhc.noaa.gov; www.chron.com	2011-07-27
Global	Disaster and Accidents	http://www.ctv.ca/CTVNews/World/20110728/mudslide-aftermath-search-korea-110728/; http://www.heraldsun.com.au/news/world/torrential-rains-kill-36-in-south-korea/story-e6frf7lo-1226103249578; http://www.theweathernetwork.com/news/storm_watch_stories3&stormfile=scores_dead_or_missing_after_280711	www.ctv.ca; www.heraldsun.com.au; www.theweathernetwork.com	2011-07-28
Global	Politics	http://news.smh.com.au/breaking-news-business/us-senate-to-vote-tuesday-on-debt-bill-20110802-1i8s2.html; http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=10742621	www.news.smh.com.au; www.nzherald.co.nz	2011-08-02
Global	International Relations	http://news.sky.com/home/article/16043345	www.news.sky.com	2011-08-04
Global	Sport	https://www.nytimes.com/2011/08/05/sports/football/talks-over-drug-testing-hold-up-contract-vote.html?_r=1&hp	www.nytimes.com	2011-08-04
Global	Science and Technology	https://www.bbc.co.uk/news/uk-england-cambridgeshire-14401265	www.bbc.co.uk	2011-08-07
Global	Sport	https://web.archive.org/web/20120915102858/http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentID=20110813107270	www.web.archive.org	2011-08-16
Global	International Relations	https://web.archive.org/web/20110906012351/http://www.maannews.net/eng/ViewDetails.aspx?ID=414860	www.web.archive.org	2011-08-21
Global	Sport	https://news.yahoo.com/diack-confirmed-iaaf-president-023432773.html	www.news.yahoo.com	2011-08-24
Global	Disaster and Accidents	https://www.bbc.co.uk/news/uk-england-14666350	www.bbc.co.uk	2011-08-25
Global	Conflicts and Attacks	https://www.npr.org/2011/08/26/139977272/grim-situation-in-abu-salim-hospital-in-libya	www.npr.org	2011-08-27
Global	Conflicts and Attacks	http://blogs.voanews.com/breaking-news/2011/09/01/four-killed-in-russias-north-caucasus/	www.blogs.voanews.com	2011-09-01
Global	Disaster and Accidents	http://www.cbc.ca/news/world/story/2011/09/03/chile-plane-crash.html	www.cbc.ca	2011-09-03
Global	Business and Economy	https://www.bbc.co.uk/news/business-14801324	www.bbc.co.uk	2011-09-06
Global	Health	http://www.arynews.tv/english/newsdetail.asp?nid=38981	www.arynews.tv	2011-09-13
Global	Business and Economy	https://www.reuters.com/article/2011/09/14/worldbank-zoellick-idUSS1E78D0XK20110914	www.reuters.com	2011-09-14
Global	Law and Crime	https://www.nytimes.com/2011/09/18/world/africa/four-are-charged-in-tanzania-ferry-sinking.html	www.nytimes.com	2011-09-17
Global	Politics	https://www.reuters.com/article/2011/09/18/us-germany-election-idUSTRE78H0IF20110918	www.reuters.com	2011-09-18
Global	International Relations	https://web.archive.org/web/20120330212440/http://annistonstar.com/view/full_story/15633296/article-All-Gone---Last-72-chemical-weapons-destroyed?instance=top_center_featured	www.web.archive.org	2011-09-22
Global	Politics	https://news.yahoo.com/tv-former-journalist-lead-israels-labor-party-215348609.html	www.news.yahoo.com	2011-09-22
Global	Business and Economy	http://news.sky.com/home/business/article/16076261	www.news.sky.com	2011-09-24
Global	Law and Crime	http://www.google.com/hostednews/afp/article/ALeqM5iwtONCACkpho30vCMhyAoFE1Tbhw?docId=CNG.cc5f76b56ab63ced6a0bd74dc8327e47.5d1	www.google.com	2011-10-03
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-middle-east-15235212; https://www.reuters.com/article/2011/10/10/us-egypt-copts-clashes-idUSTRE7981Q220111010	www.bbc.co.uk; www.reuters.com	2011-10-09
Global	Business and Economy	http://www.theaustralian.com.au/business/world/domestic-politics-in-slovakia-representing-02-per-cent-of-europe-has-interfered-with-a-eurozone-bailout/story-e6frg90o-1226164549887	www.theaustralian.com.au	2011-10-11
Global	Sport	http://www.nu.nl/algemeen/2642659/nederland-wint-goud-wk-honkbal.html	www.nu.nl	2011-10-15
Global	Politics	http://english.aljazeera.net/news/middleeast/2011/10/2011101634155850324.html	www.english.aljazeera.net	2011-10-17
Global	Business and Economy	http://www.news.com.au/business/chinas-growth-slows-to-91-per-cent/story-e6frfm1i-1226169730690	www.news.com.au	2011-10-18
Global	International Relations	https://www.bbc.co.uk/news/world-asia-pacific-15413272	www.bbc.co.uk	2011-10-22
Global	Sport	http://espn.go.com/new-york/story/_/id/7140167/marco-simoncelli-24-dies-crash-motogp-malaysian-race; http://www.theaustralian.com.au/news/sport/major-crash-cancels-malaysian-motogp-fears-for-marco-simoncelli/story-e6frg7mf-1226174498643	www.espn.go.com; www.theaustralian.com.au	2011-10-23
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-africa-15428360	www.bbc.co.uk	2011-10-24
Global	Disaster and Accidents	http://www.cbsnews.com/8301-501369_162-20125380/hurricane-rina-gaining-strength-on-path-to-cancun/	www.cbsnews.com	2011-10-25
Global	Politics	https://www.dailykos.com/story/2011/10/26/1030222/-BREAKING-PHOTOS:-Images-CONTRADICT-Oakland-PD-Press-Release-on-Rubber-Bullets; https://www.reuters.com/article/2011/10/26/us-usa-wallstreet-protests-eviction-idUSTRE79P7XL20111026	www.dailykos.com; www.reuters.com	2011-10-26
Global	Art and Culture	http://www.theaustralian.com.au/news/world/iranian-actress-marzieh-vafamehr-released-amnesty/story-e6frg6so-1226179430069	www.theaustralian.com.au	2011-10-28
Global	Conflicts and Attacks	http://www.theaustralian.com.au/news/nation/three-australian-soldiers-killed-seven-wounded-in-afghanistan-shooting/story-e6frg6nf-1226180612536	www.theaustralian.com.au	2011-10-29
Global	Business and Economy	http://au.news.yahoo.com/thewest/a/-/world/11053283/qantas-grounds-entire-fleet-in-unbelievable-step/	www.au.news.yahoo.com	2011-10-29
Global	International Relations	https://www.washingtonpost.com/world/asia-pacific/kyrgyzstans-election-winner-says-us-air-base-poses-risk-must-shut-by-2014-after-lease-ends/2011/11/01/gIQApDEibM_story.html	www.washingtonpost.com	2011-11-01
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-africa-15605041	www.bbc.co.uk	2011-11-05
Global	Disaster and Accidents	http://www.bangkokpost.com/breakingnews/265260/floods-reach-pm-s-home; http://in.reuters.com/article/2011/11/08/idINIndia-60389220111108	www.bangkokpost.com; www.in.reuters.com	2011-11-08
Global	Science and Technology	https://www.bbc.co.uk/news/uk-scotland-15629439	www.bbc.co.uk	2011-11-08
Global	Sport	http://www.guardian.co.uk/sport/2011/nov/11/london-2017-world-athletics-championships?newsfeed=true	www.guardian.co.uk	2011-11-11
Global	Sport	http://espn.go.com/mlb/story/_/id/7222577/miami-marlins-unveil-new-name-logo-uniforms	www.espn.go.com	2011-11-11
Global	Law and Crime	http://bigpondnews.com/articles/Sport/2011/11/14/Sth_African_rugby_player_reported_shot_684816.html; http://news.bbc.co.uk/sport2/hi/rugby_union/15714042.stm	www.bigpondnews.com; www.news.bbc.co.uk	2011-11-13
Global	Sport	http://www.goal.com/en/news/14/asia/2011/11/23/2770773/uzbekistans-server-djeparov-wins-afc-player-of-the-year	www.goal.com	2011-11-23
Global	Business and Economy	https://www.nytimes.com/2011/11/25/business/global/india-to-allow-foreign-retailers-to-own-stores.html	www.nytimes.com	2011-11-24
Global	Sport	http://espn.go.com/nba/story/_/id/7281052/nba-owners-players-get-tentative-agreement	www.espn.go.com	2011-11-26
Global	International Relations	https://www.bbc.co.uk/news/uk-16104275	www.bbc.co.uk	2011-12-09
Global	Politics	http://www.cnn.com/2011/12/17/politics/congress-payroll-tax-cut/index.html?hpt=hp_t1	www.cnn.com	2011-12-17
Global	Conflicts and Attacks	http://news.xinhuanet.com/english/world/2011-12/18/c_131313498.htm	www.news.xinhuanet.com	2011-12-18
Global	Art and Culture	http://news.xinhuanet.com/english/photo/2011-12/23/c_131322515.htm	www.news.xinhuanet.com	2011-12-24
Global	Conflicts and Attacks	http://www.portalangop.co.ao/motix/en_us/noticias/politica/2011/11/52/HRW,9eb0bb74-939a-4677-bd52-dfbe1eab4e07.html	www.portalangop.co.ao	2011-12-28
Global	Conflicts and Attacks	https://www.reuters.com/article/2011/12/31/us-kenya-violence-idUSTRE7BU0JW20111231?feedType=RSS&feedName=worldNews	www.reuters.com	2012-01-01
Global	Conflicts and Attacks	http://af.reuters.com/article/worldNews/idAFTRE8010CQ20120102	www.af.reuters.com	2012-01-02
Global	Sport	http://sports.espn.go.com/ncf/recap?gameId=320090099	www.sports.espn.go.com	2012-01-09
Global	Science and Technology	https://wikimediafoundation.org/wiki/English_Wikipedia_anti-SOPA_blackout; http://www.guardian.co.uk/technology/2012/jan/16/wikipedia-sopa-blackout-slammed-twitter?newsfeed=true	www.wikimediafoundation.org; www.guardian.co.uk	2012-01-16
Global	Science and Technology	http://www.aljazeera.com/news/americas/2012/01/201212755630649123.html; https://www.usatoday.com/tech/news/story/2012-01-27/twitter-censor-tweets/52811702/1	www.aljazeera.com; www.usatoday.com	2012-01-27
Global	Art and Culture	http://www.guardian.co.uk/uk/2012/jan/28/archbishop-york-legalise-gay-marriage; https://www.telegraph.co.uk/news/religion/9045796/Dont-legalise-gay-marriage-Archbishop-of-York-Dr-John-Sentamu-warns-David-Cameron.html	www.guardian.co.uk; www.telegraph.co.uk	2012-01-28
Global	International Relations	https://www.reuters.com/article/2012/02/02/us-china-sudan-workers-idUSTRE81108G20120202	www.reuters.com	2012-02-02
Global	Sport	http://www.dailymail.co.uk/news/article-2094848/Water-skiing-world-record-145-water-skiers-pulled-single-boat-Tasmania.html	www.dailymail.co.uk	2012-02-03
Global	Law and Crime	http://af.reuters.com/article/commoditiesNews/idAFL5E8D50HK20120205	www.af.reuters.com	2012-02-05
Global	Politics	http://www.nydailynews.com/new-york/congress-expanded-drone-flights-u-s-bill-headed-president-obama-desk-article-1.1018705	www.nydailynews.com	2012-02-07
Global	International Relations	http://en.trend.az/regions/scaucasus/azerbaijan/1991494.html	www.en.trend.az	2012-02-13
Global	Disaster and Accidents	https://www.bbc.co.uk/news/world-latin-america-17050795	www.bbc.co.uk	2012-02-15
Global	Conflicts and Attacks	http://www.cnn.com/2012/02/17/justice/us-dc-security-threat-arrest/index.html?hpt=hp_t1; https://www.washingtonpost.com/world/national-security/federal-agents-arrest-man-who-allegedly-planned-suicide-bombing-on-us-capitol/2012/02/17/gIQAtYZ7JR_story.html	www.cnn.com; www.washingtonpost.com	2012-02-17
Global	Law and Crime	http://www.heraldsun.com.au/news/world/forty-four-inmates-killed-in-mexico-prison-riot/story-e6frf7lf-1226275426245	www.heraldsun.com.au	2012-02-19
Global	Art and Culture	https://www.reuters.com/article/2012/02/25/us-spain-usa-shipwreck-idUSTRE81O0P520120225	www.reuters.com	2012-02-25
Global	Health	https://www.reuters.com/article/2012/03/02/us-chocolate-heart-idUSTRE8210O420120302	www.reuters.com	2012-03-02
Global	Law and Crime	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10789958	www.nzherald.co.nz	2012-03-05
Global	Health	https://www.bbc.co.uk/news/health-17237576	www.bbc.co.uk	2012-03-05
Global	Business and Economy	http://www.guardian.co.uk/world/2012/mar/06/turkish-airlines-flights-somalia-mogadishu?newsfeed=true	www.guardian.co.uk	2012-03-06
Global	Law and Crime	http://www.cnn.com/2012/03/08/justice/pennsylvania-shooting/index.html?hpt=hp_t3	www.cnn.com	2012-03-08
Global	Politics	https://www.nytimes.com/2012/03/10/world/asia/bo-xilai-an-ambitious-chinese-party-chief-admits-failure.html?_r=1	www.nytimes.com	2012-03-09
Global	Business and Economy	http://timesofindia.indiatimes.com/business/india-business/Kingfisher-forced-to-cancel-40-flights-as-pilots-stay-away-from-work/articleshow/12230923.cms	www.timesofindia.indiatimes.com	2012-03-12
Global	Conflicts and Attacks	https://www.reuters.com/article/2012/03/18/us-pakistan-bodies-idUSBRE82H03M20120318	www.reuters.com	2012-03-18
Global	Conflicts and Attacks	http://www.aljazeera.com/news/africa/2012/03/2012321184549658627.html	www.aljazeera.com	2012-03-21
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-middle-east-17450437	www.bbc.co.uk	2012-03-21
Global	Art and Culture	http://news.blogs.cnn.com/2012/03/22/coroner-drowning-heart-disease-cocaine-use-killed-houston/?hpt=hp_t1	www.news.blogs.cnn.com	2012-03-22
Global	Law and Crime	https://www.bbc.co.uk/news/world-asia-17561109	www.bbc.co.uk	2012-03-30
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-middle-east-17602136	www.bbc.co.uk	2012-04-03
Global	Sport	https://sports.yahoo.com/news/ap-source-petrino-arkansas-000024141--ncaaf.html;_ylt=AlR1QLAuw2TFgrC7Hk6Z0Cg5nYcB	www.sports.yahoo.com	2012-04-10
Global	International Relations	http://hosted.ap.org/dynamic/stories/A/AS_SOUTH_CHINA_SEA?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2012-04-10-21-17-50	www.hosted.ap.org	2012-04-11
Global	Politics	http://www.france24.com/en/20120420-mali-senegal-toure-military-junta	www.france24.com	2012-04-20
Global	Conflicts and Attacks	http://www.rte.ie/news/2012/0421/protests-in-bahrain-ahead-of-grand-prix-race.html	www.rte.ie	2012-04-21
Global	Health	https://www.usatoday.com/news/world/story/2012-04-20/vietnam-mystery-disease/54424718/1	www.usatoday.com	2012-04-22
Global	Health	https://www.bbc.co.uk/news/uk-england-london-17785660	www.bbc.co.uk	2012-04-22
Global	Politics	http://af.reuters.com/article/worldNews/idAFBRE83L0G320120423?sp=true; http://edition.cnn.com/2012/04/23/world/asia/myanmar-politics/index.html?eref=edition	www.af.reuters.com; www.edition.cnn.com	2012-04-23
Global	Business and Economy	http://in.reuters.com/article/2012/04/25/us-korea-beef-idINL3E8FP1J720120425	www.in.reuters.com	2012-04-25
Global	Politics	https://www.nytimes.com/2012/04/29/world/asia/malaysian-capital-braces-for-rally-by-democracy-activists.html?_r=1; http://www.google.com/hostednews/afp/article/ALeqM5ispoDM6d7dKxv6iV_UGnCgrM46RQ?docId=CNG.ee85d12e96c8d0fef3111bf61b8cadd3.4c1	www.nytimes.com; www.google.com	2012-04-28
Global	Art and Culture	http://www.cbsnews.com/8301-201_162-57424100/world-trade-center-tower-surpasses-empire-state/	www.cbsnews.com	2012-04-30
Global	Business and Economy	http://www.aljazeera.com/news/asia-pacific/2012/05/20125110125979907.html; https://www.reuters.com/article/2012/05/02/usa-occupy-may-idUSL1E8G1E0N20120502; http://www.guardian.co.uk/world/2012/may/01/may-day-occupy-protests-live?newsfeed=true; http://www.csmonitor.com/USA/2012/0501/May-Day-Occupy-movement-returns-but-can-it-win-converts; https://web.archive.org/web/20120506020553/http://usnews.msnbc.msn.com/_news/2012/05/01/11487362-occupy-protesters-rally-on-may-day-in-new-york-london?lite; http://abcnews.go.com/Business/2012-mayday-protests-continue-country-arrests-rain/story?id=16246278	www.aljazeera.com; www.reuters.com; www.guardian.co.uk; www.csmonitor.com; www.web.archive.org; www.abcnews.go.com	2012-05-01
Global	Politics	http://news.blogs.cnn.com/2012/05/09/obama-same-sex-couples-should-have-right-to-marry/?hpt=hp_t1	www.news.blogs.cnn.com	2012-05-09
Global	Sport	https://www.bbc.co.uk/sport/0/football/17995827	www.bbc.co.uk	2012-05-09
Global	International Relations	https://www.bbc.co.uk/news/world-asia-18015538	www.bbc.co.uk	2012-05-10
Global	Disaster and Accidents	http://www.guardian.co.uk/world/2012/may/15/anders-breivik-trial-man-fire	www.guardian.co.uk	2012-05-15
Global	Art and Culture	http://www.guardian.co.uk/world/feedarticle/10245161; http://www.huffingtonpost.com/2012/05/16/china-cctv-headquarters-completed_n_1521377.html	www.guardian.co.uk; www.huffingtonpost.com	2012-05-16
Global	Politics	http://www.irishtimes.com/newspaper/breaking/2012/0527/breaking6.html	www.irishtimes.com	2012-05-27
Global	Law and Crime	http://news.smh.com.au/breaking-news-national/assange-mum-in-london-ahead-of-verdict-20120529-1zh4y.html	www.news.smh.com.au	2012-05-29
Global	Sport	http://www.guardian.co.uk/sport/2012/may/30/viswanathan-anand-crowned-chess-champion?newsfeed=true	www.guardian.co.uk	2012-05-30
Global	Disaster and Accidents	http://edition.cnn.com/2012/06/04/world/africa/nigeria-plane-crash/index.html?hpt=hp_t1	www.edition.cnn.com	2012-06-03
Global	Conflicts and Attacks	http://www.aljazeera.com/indepth/features/2012/06/20126591545893963.html	www.aljazeera.com	2012-06-06
Global	Science and Technology	http://www.google.com/hostednews/ap/article/ALeqM5h5bdziESjmBSB4aYJ3WeoeYuPqRw?docId=e270a6c024b94405885571f9d6ff6ac0	www.google.com	2012-06-06
Global	International Relations	https://www.bbc.co.uk/news/world-asia-18350766; http://www.nation.co.ke/News/world/US+defence+chief+in+Kabul+on+unannounced+visit/-/1068/1422386/-/ry1y07/-/index.html; http://www.aljazeera.com/news/asia/2012/06/201267111154359107.html; http://www.guardian.co.uk/world/2012/jun/07/pakistan-insurgent-bases-panetta	www.bbc.co.uk; www.nation.co.ke; www.aljazeera.com; www.guardian.co.uk	2012-06-07
Global	Business and Economy	http://www.google.com/hostednews/afp/article/ALeqM5iK3n8p3sn-OGcBJN4HQ8jD13vKjg?docId=CNG.7096a2cebb03926e85988ad7c55982ce.4e1	www.google.com	2012-06-11
Global	Politics	http://www.aljazeera.com/news/europe/2012/06/201261293938264131.html; https://www.bbc.co.uk/news/world-europe-18405306; https://www.nytimes.com/2012/06/13/world/europe/anti-putin-demonstrators-gather-in-moscow.html; https://web.archive.org/web/20120615164353/http://world.time.com/2012/06/12/thousands-show-up-at-anti-putin-protest-in-moscow/	www.aljazeera.com; www.bbc.co.uk; www.nytimes.com; www.web.archive.org	2012-06-12
